date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:00	987/987	---M-Z	200	added ('OK')	application/javascript	etag:%223db-60746916a5029-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/js/pages/gmaps.init.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/js/pages/gmaps.init.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-google.html)
13:33:01	130780/130780	---M-Z	200	added ('OK')	application/javascript	etag:%221fedc-60746916a9e49-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-us-merc-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-us-merc-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:01	141209/141209	---M-Z	200	added ('OK')	application/javascript	etag:%2222799-60746916a9e49-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-in-mill-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-in-mill-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:01	33856/33856	---M-Z	200	added ('OK')	application/javascript	etag:%228440-60746916a8ea9-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-au-mill-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-au-mill-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:01	38626/38626	---M-Z	200	added ('OK')	application/javascript	etag:%2296e2-60746916a9e49-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-us-il-chicago-mill-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-us-il-chicago-mill-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:02	62840/62840	---M-Z	200	added ('OK')	application/javascript	etag:%22f578-60746916a9e49-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-uk-mill-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-uk-mill-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:02	2206/2206	---M-Z	200	added ('OK')	application/javascript	etag:%2289e-60746916a5029-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/js/pages/vector-maps.init.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/js/pages/vector-maps.init.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:02	125547/125547	---M-Z	200	added ('OK')	application/javascript	etag:%221ea6b-60746916a8ea9-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-ca-lcc-en.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/admin-resources/jquery.vectormap/maps/jquery-jvectormap-ca-lcc-en.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-vector.html)
13:33:03	13632/13632	---M-Z	200	added ('OK')	text/css	etag:%223540-60746916b984a-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.css	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.css	(from https://themesdesign.in/dason-laravel/layouts/default/maps-leaflet.html)
13:33:03	141941/141941	---M-Z	200	added ('OK')	application/javascript	etag:%2222a75-60746916b984a-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-leaflet.html)
13:33:03	88384/88384	---M-Z	200	added ('OK')	application/javascript	etag:%2215940-60746916a5029-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/js/pages/leaflet-us-states.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/js/pages/leaflet-us-states.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-leaflet.html)
13:33:03	4838/4838	---M-Z	200	added ('OK')	application/javascript	etag:%2212e6-60746916a5029-gzip%22	https://themesdesign.in/dason-laravel/layouts/default/assets/js/pages/leaflet-map.init.js	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/js/pages/leaflet-map.init.js	(from https://themesdesign.in/dason-laravel/layouts/default/maps-leaflet.html)
13:33:07	696/696	---M--	200	added ('OK')	image/png	etag:%222b8-60746916b88aa%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/layers.png	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/layers.png	(from https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.css)
13:33:07	1259/1259	---M--	200	added ('OK')	image/png	etag:%224eb-60746916b88aa%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/layers-2x.png	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/layers-2x.png	(from https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.css)
13:33:08	1466/1466	---M--	200	added ('OK')	image/png	etag:%225ba-60746916b88aa%22	https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/marker-icon.png	C:/magang_skripsi/skripsi/public/template1/themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/images/marker-icon.png	(from https://themesdesign.in/dason-laravel/layouts/default/assets/libs/leaflet/leaflet.css)
